’,17658
️,6995
💉,4413,vacuna
”,3104
“,3094
😂,2127,risa
👇,1998,hilo
🤣,1724,risa
🏻,1548
🔴,1521
👉,1505
‍,1498
👏,1079,saludo
🤔,1015
▶,964
➡,835
🤦,760,desesperado
🦠,713
💪,706,fuerza
🏼,678
📌,610
⬇,603
✅,603
‘,599
♂,579,hombre
♀,569,mujer
🗣,555,comunicado
🇷,522
❤,460,amor
😷,457,enfermo
‼,433
✔,418
🇺,412
е,378
о,376
и,375
🔊,365
€,362
🤷,362,desconcertado
✍,362,escribir
🏽,360
😅,336,desconcertado
⃣,326
😉,316,guiño
а,311
🙏,311,porfavor
⚠,306
👍,301,bien
🇦,300
😡,285,enfadado
…,280
📻,279,informacion
с,273
•,272
🙄,266,curioso
🇪,265
❗,261
ⁿ,261
😱,253,horrorizado
✌,252
–,244
😳,211,sonrojado
😘,208,amor
🎗,205,lazo
📢,200,alerta
📰,200,informacion
ℹ,198,informacion
т,197
🌎,195,mundo
⁦,192
👩,191,mujer
📲,190
⚕,186,hospital
⁩,185
📍,183
😭,183,triste
🤪,180
😍,179,amor
ー,178
🚨,174,alerta
р,173
🔗,171
🎙,171
🥰,171,amor
🤡,164,payaso
❓,160
✨,157
😁,148
👌,147
🙌,146
😜,144,guiño
❌,144
😊,142,sonrojado
🇧,141
—,136
🇸,135
🏥,134,hospital
☢,128
🇨,127
к,125
🔬,125
🗞,121
🤗,121,sonrojado
📺,120
😔,120
⁣,115
🤮,114,asco
🤬,113,enfadado
☕,111,cafe
п,110
🧪,109
👨,108
🥳,108
😆,107
📸,107
ч,103
🇬,102
😬,102
📊,102
😤,101
✊,101
н,100
🤭,99
⤵,97
🥺,97
🎥,97
►,96
🔹,96
📣,96
в,91
👵,91
😏,90
🔥,89
🙈,89
д,88
🎶,88
😎,87
🏾,86
🧐,86
🤞,85
л,83
➕,82
🇮,82
😠,81
📞,81
▪,80
🗓,80
🥴,79
⚡,78
👀,77
💩,74
ш,74
😒,73
📝,72
г,72
🇳,71
🙃,70
👋,69
🔵,68
☎,68
ь,67
💜,67
ا,67
🌏,66
👴,66
⏰,65
😢,64
🤩,64
у,63
🔸,62
б,61
📹,61
🇩,61
💻,61
ю,60
🌍,60
м,59
📆,59
я,58
🏿,58
ل,58
⠀,58
🔺,58
🙋,57
⁉,57
🇻,56
😃,54
💙,54
🤧,54
😓,53
🇱,53
​,53
📅,52
💃,52
🤨,52
💊,52
🧑,51
🤯,50
💬,49
🔝,49
🇲,48
😩,48
𝗮,48
ο,48
😀,47
♥,47
📈,47
☝,47
ي,46
😞,46
🎧,46
👎,46
🎉,46
С,45
⏩,45
😄,45
🏫,44
🙂,43
☑,43
☠,42
🇴,42
🆕,42
👈,41
🌹,41
𝐚,41
🎯,41
🔘,41
⭐,40
🧬,40
з,40
ᴀ,40
🤰,40
🩺,40
🟢,39
📷,38
🗨,38
📩,38
📱,37
🖕,37
†,37
🌈,36
👮,36
🕯,35
В,35
🔻,35
𝗻,35
🤝,35
🧓,35
Ψ,35
👥,34
𝗶,34
✈,34
💰,33
🇹,33
😖,33
И,32
𝗲,32
❄,32
О,31
🧼,31
👑,31
→,31
🤢,30
Д,30
ر,30
✏,30
👁,30
ن,30
ц,29
💥,29
😲,29
🤒,29
🛑,29
⛔,29
Р,28
🔽,28
👊,28
📉,28
🎵,28
￼,28
μ,27
🤓,27
و,27
😰,27
🌐,27
💨,27
☹,27
🥂,27
𝗰,27
𝘀,27
🇵,26
😌,26
📡,26
⭕,26
💫,26
📽,26
💕,26
💯,25
🚩,25
↔,25
😵,25
🤲,25
𝗼,25
́,25
☺,24
й,24
🚀,24
م,24
🛡,24
🗳,24
😥,23
🤑,23
د,23
💛,23
𝘁,23
🙆,23
🦳,23
😈,22
𝐞,22
🌊,22
🙊,22
🇰,22
ᴠ,22
ɪ,22
💖,22
🤐,22
⚰,22
🙅,22
🍀,22
🇽,21
😋,21
🤫,21
🥲,21
ᴄ,21
🥤,21
👻,21
💡,20
💚,20
☀,20
😮,20
🚶,20
ب,20
🔶,20
𝗿,20
🇭,20
😕,20
ɴ,20
⬆,20
🎄,20
🐑,20
ы,19
К,19
🇫,19
ᴜ,19
ᴏ,19
ᴅ,19
😝,19
🩹,19
💞,19
🦽,19
Г,18
👧,18
😨,18
П,18
🤘,18
🚫,18
✖,18
⚽,18
🤟,18
🏃,18
🐶,17
🧫,17
ح,17
ت,17
👤,17
🖋,17
🥵,17
⚫,17
👹,17
💦,16
🧵,16
𝘂,16
🚑,16
🔎,16
🖥,16
🥶,16
🌟,16
🏀,16
😐,16
📚,16
😛,15
💵,15
🎤,15
🤍,15
𝐫,15
😇,15
🟡,15
🧟,15
💭,15
👂,15
⏱,14
😪,14
А,14
ع,14
𝐧,14
⚖,14
📋,14
💶,14
𝖆,14
◾,14
🕊,14
🧍,14
●,13
🏴,13
М,13
😟,13
🥚,13
😶,13
💀,13
Ч,13
☣,13
𝗢,13
𝗜,13
🟥,13
🔍,13
🤕,13
🍾,13
α,13
🍿,13
￣,13
🇾,12
ك,12
𝐢,12
😫,12
💋,12
ᵃ,12
🤤,12
🌶,12
⏯,12
⏳,12
𝐜,12
🚭,12
�,11
Л,11
🍻,11
س,11
ف,11
🤜,11
𝐥,11
Б,11
Т,11
🏆,11
𝗹,11
𝐨,11
➤,11
📖,11
😹,11
🖤,11
🎊,11
🍷,11
أ,11
𝐀,11
😑,11
👆,11
♦,11
😣,11
ε,11
🤸,11
🧣,11
🗺,11
⁃,11
ق,10
💔,10
щ,10
𝐒,10
𝗺,10
ф,10
™,10
𝗔,10
🔉,10
🐄,10
🟣,10
✋,10
🇿,10
🏠,10
🔷,10
🤱,10
🍶,10
🧤,10
🍵,10
🅱,10
＿,10
　,10
ˈ,10
ة,9
😙,9
👽,9
𝐎,9
𝗟,9
𝗧,9
💸,9
🌡,9
🌼,9
ه,9
🏛,9
𝐓,9
🌞,9
🆘,9
🧘,9
ι,9
🙀,9
𝖎,9
🅰,9
⌛,9
🟩,9
Я,8
ω,8
😗,8
🍺,8
👫,8
У,8
🥃,8
💣,8
👐,8
💁,8
⏬,8
𝐈,8
𝐍,8
𝐂,8
𝐕,8
𝐬,8
🎭,8
✳,8
📘,8
 ,8
❣,8
≠,8
󠁧,8
🚒,8
📎,8
🎼,8
λ,8
🥼,8
𝖊,8
𝖓,8
𝖈,8
➖,8
𝐝,8
😧,7
ج,7
🥸,7
🐖,7
х,7
𝐭,7
💅,7
🚪,7
⬅,7
𝗱,7
👦,7
🩸,7
𝐦,7
𝗘,7
ᶦ,7
🙉,7
⛑,7
🚗,7
🔈,7
⚪,7
𝗩,7
𝐋,7
🐮,7
🏡,7
🔄,7
💢,7
🖱,7
𝖗,7
🥜,7
🐀,7
🚬,7
》,7
🟠,7
👺,7
🌸,6
🤙,6
🛰,6
📄,6
𝗖,6
π,6
𝗠,6
𝗡,6
🥱,6
📑,6
ᵉ,6
ʳ,6
🚧,6
🥇,6
🤚,6
😯,6
⚒,6
𝘃,6
🤴,6
💳,6
↓,6
ص,6
🤖,6
🕑,6
υ,6
ρ,6
𝖔,6
（,6
⚘,6
𝐔,6
👿,6
ת,6
ה,6
Е,6
👣,6
۩,6
⬜,6
𝟵,6
🌚,6
🌤,6
σ,5
⌚,5
💧,5
👭,5
🐛,5
🔜,5
𝐛,5
🏖,5
𝗽,5
𝗗,5
🆚,5
🐱,5
🛬,5
𝐄,5
👃,5
ˢ,5
🌷,5
☆,5
✴,5
🐝,5
🕺,5
↪,5
💼,5
✒,5
🌳,5
›,5
🎁,5
📦,5
⚙,5
Ε,5
β,5
𝟮,5
🌲,5
🙇,5
）,5
🚛,5
🎞,5
・,5
⚗,5
ν,5
ط,5
🖊,5
🌺,5
📕,5
𝕚,5
𝐩,5
𝐮,5
🚔,5
🍊,5
😴,5
ز,5
☛,5
ו,5
⏺,5
🟦,5
𝟯,5
😺,5
Ρ,5
🚚,5
✓,5
🕤,5
👬,4
ى,4
🔔,4
Ф,4
🐺,4
🤛,4
👾,4
𝗳,4
？,4
🧡,4
𝗨,4
🙁,4
◼,4
✉,4
💘,4
🕗,4
🍆,4
👯,4
🕘,4
🚴,4
🎨,4
ᶜ,4
▷,4
ᵒ,4
𝘦,4
𝗴,4
🕖,4
󠁢,4
󠁥,4
󠁮,4
󠁿,4
🏭,4
🦾,4
♻,4
🎅,4
🛩,4
𝟭,4
τ,4
ж,4
𝖙,4
𝖉,4
𝖑,4
＾,4
🥁,4
🐁,4
🐒,4
🎬,4
🎈,4
″,4
🚌,4
𝐯,4
🐂,4
🕙,4
🧒,4
ר,4
🪄,4
🌿,4
🐾,4
💆,4
Α,4
ᵫ,4
🌅,4
○,4
✪,4
🦅,3
ض,3
🧨,3
𝐆,3
🔫,3
👄,3
😦,3
Э,3
𝐏,3
🖖,3
🌀,3
📙,3
ᵍ,3
🎂,3
🧸,3
🚙,3
🚲,3
😸,3
🚦,3
ᶠ,3
💓,3
🏊,3
𝘳,3
𝘪,3
₂,3
𝙀,3
𝘾,3
𝗯,3
𝗾,3
̀,3
🇼,3
🦷,3
🤠,3
🌾,3
📜,3
🛫,3
🚍,3
🎣,3
𝟴,3
👠,3
🌙,3
κ,3
𝖒,3
𝖇,3
𝖘,3
中,3
🏳,3
🍃,3
🖌,3
🧙,3
🎺,3
„,3
🐇,3
🐟,3
ش,3
🛸,3
🟨,3
♾,3
إ,3
Н,3
🕓,3
🆓,3
ד,3
《,3
🛃,3
🐈,3
ə,3
🌻,3
𝟬,3
👶,3
🦼,3
🐕,3
😼,3
🎓,3
Ν,3
👕,3
𝘇,3
♡,3
🥛,3
ꝗ,3
🛠,3
ᴇ,3
ː,3
͡,3
έ,2
🦋,2
ء,2
😚,2
𝐡,2
🎲,2
Щ,2
⏪,2
🐍,2
🤥,2
𝐑,2
し,2
ᵘ,2
ᵈ,2
❔,2
🎹,2
🍴,2
！,2
ˣ,2
🔐,2
𝗦,2
⚧,2
ᵐ,2
𝘢,2
𝘵,2
𝘩,2
₄,2
𝙑,2
𝙊,2
🐢,2
📧,2
🦱,2
🦰,2
👱,2
🧕,2
🚓,2
‹,2
⛰,2
🆗,2
⛄,2
🛌,2
🛹,2
🎽,2
🍸,2
ά,2
🤏,2
📃,2
💟,2
χ,2
ί,2
𝖛,2
𝖕,2
𝖚,2
▬,2
🛻,2
🕷,2
🐊,2
⚔,2
🚿,2
🧴,2
🎩,2
Κ,2
ς,2
ё,2
غ,2
خ,2
🦍,2
🡲,2
𝕧,2
𝕖,2
𝕝,2
🎟,2
🔛,2
📨,2
🤌,2
万,2
🛂,2
𝐟,2
𝐃,2
▏,2
⁰,2
🦸,2
𝐊,2
◡,2
 ,2
🐗,2
ב,2
ל,2
💗,2
✝,2
𝐠,2
国,2
🏄,2
🤹,2
מ,2
🔋,2
𝗥,2
🏚,2
🚮,2
❍,2
э,2
🎸,2
⌨,2
🚐,2
ˡ,2
🕚,2
☃,2
🐻,2
∧,2
｡,2
･,2
。,2
ノ,2
👸,2
🕐,2
👼,2
☡,2
🚂,2
𝟲,2
🍁,2
🔖,2
🍼,2
🕢,2
🍂,2
🏙,2
🦈,2
🛍,2
🫁,2
🍔,2
│,2
🚃,2
Τ,2
🔁,2
😻,2
🐲,2
🕕,2
⛵,2
𝗵,2
☞,2
🧢,2
🕛,2
₁,2
📳,2
％,2
🧿,2
℅,2
🦁,2
🐦,2
ɛ,2
‿,2
🡺,1
🌵,1
🐜,1
🐫,1
🐐,1
🎮,1
🍲,1
Ь,1
Ц,1
⏭,1
🐤,1
🏇,1
🍒,1
⬛,1
↘,1
🎾,1
🎌,1
た,1
人,1
全,1
員,1
フ,1
ォ,1
ロ,1
す,1
る,1
🙍,1
ᵛ,1
ᵗ,1
👔,1
💌,1
🪦,1
🤎,1
🐰,1
🍩,1
🇯,1
🏎,1
🕥,1
🌆,1
👅,1
ٱ,1
Ⓜ,1
🏔,1
🗻,1
↩,1
💴,1
🔃,1
𝗭,1
𝗚,1
𝐌,1
𝐙,1
🏍,1
𝘊,1
𝘰,1
𝘺,1
𝘯,1
𝘣,1
𝘤,1
𝘶,1
𝘮,1
𝘥,1
𝘱,1
🎀,1
𝙉,1
𝙍,1
𝙈,1
𝙎,1
你,1
好,1
🚺,1
🦮,1
⛱,1
🎫,1
👷,1
🍳,1
🔧,1
ظ,1
ᵇ,1
😽,1
🏷,1
运,1
气,1
与,1
他,1
们,1
✎,1
〰,1
‑,1
┃,1
🔡,1
🧊,1
🦌,1
🎆,1
🥊,1
🛷,1
🛼,1
⛷,1
🏒,1
🏓,1
🏏,1
🪃,1
🧉,1
🍽,1
🏹,1
ό,1
ἐ,1
↙,1
🏌,1
💐,1
′,1
☘,1
ώ,1
𝖏,1
𝖋,1
𝖞,1
❎,1
國,1
🌠,1
🌝,1
🐣,1
🪙,1
🪐,1
ᵖ,1
≈,1
❇,1
🔮,1
🦭,1
🐸,1
☭,1
📿,1
θ,1
🍎,1
🥐,1
ذ,1
٩,1
٢,1
٪,1
👳,1
🦊,1
🈲,1
🪢,1
☂,1
🏂,1
🚸,1
🎒,1
𝔸,1
𝕦,1
𝕤,1
𝕕,1
𝕒,1
🔑,1
📵,1
🏗,1
马,1
克,1
思,1
列,1
宁,1
主,1
义,1
岁,1
̧,1
𝐲,1
𝟏,1
𝟗,1
🏢,1
❕,1
🚜,1
🎋,1
🕸,1
🌥,1
𝐗,1
🦎,1
🥕,1
ַ,1
כ,1
ִ,1
ּ,1
י,1
ח,1
ס,1
ן,1
ツ,1
ئ,1
🛐,1
伟,1
大,1
的,1
共,1
产,1
党,1
🤳,1
♨,1
🐏,1
🚰,1
א,1
🥈,1
🥉,1
🍑,1
Ж,1
☮,1
᥋,1
ₒ,1
ị,1
ⅆ,1
■,1
ψ,1
🍇,1
🐠,1
⛺,1
🔙,1
∆,1
🏨,1
👙,1
🫒,1
🔢,1
🐃,1
🔀,1
❑,1
❒,1
צ,1
스,1
트,1
레,1
이,1
키,1
즈,1
🏁,1
〽,1
つ,1
━,1
⊂,1
゜,1
Ｊ,1
𝟱,1
𝟳,1
آ,1
🛎,1
💂,1
🕰,1
🗽,1
💄,1
💍,1
🏝,1
🚽,1
🧻,1
🍯,1
🛵,1
🌬,1
ὐ,1
ῶ,1
ύ,1
δ,1
🧔,1
✻,1
𝙝,1
𝙖,1
𝙨,1
𝙞,1
𝙣,1
𝙜,1
𝙄,1
𝘿,1
🕒,1
≥,1
🐓,1
🐔,1
🎖,1
🧶,1
ی,1
🐞,1
📮,1
よ,1
り,1
𝘄,1
𝘆,1
ؤ,1
🎪,1
➨,1
🕇,1
➜,1
☔,1
🦯,1
♿,1
🚉,1
🚇,1
🦗,1
출,1
처,1
📏,1
🚅,1
🚢,1
🦄,1
⇩,1
𝘅,1
𝗸,1
➟,1
🐹,1
🕔,1
ʼ,1
ᵂ,1
ⁱ,1
෴,1
🐌,1
🩰,1
🦟,1
̄,1
Ⅾ,1
Ѵ,1
Ս,1
😿,1
ζ,1
ث,1
η,1
،,1
📗,1
🐉,1
Й,1
🐧,1
🧜,1
🍧,1
📥,1
🌛,1
🌜,1
𝗛,1
𝕡,1
𝕣,1
𝕘,1
𝐣,1
🖩,1
🍹,1
🛋,1
ἕ,1
骗,1
子,1
📇,1
̅,1
∑,1
🧠,1
📐,1
⚛,1
ʟ,1
🐷,1
🚈,1
🥘,1
₃,1
₀,1
ֹ,1
ָ,1
🕵,1
🔒,1
🖐,1
⛅,1
◽,1
🎦,1
🗯,1
⏹,1
⃝,1
🏐,1
Ι,1
Ο,1
🗿,1
🪖,1
🕜,1
ً,1
َ,1
🔦,1
🥖,1
𝗣,1
̃,1
ʃ,1
․,1
ɨ,1
🗂,1
✲,1
ﾉ,1
ѕ,1
